Domain,Area,Element,Item,Year,Value
"Crops and livestock products","United States of America","Yield","Rice","1979","51548"
"Crops and livestock products","United States of America","Yield","Rice","1980","49461"
"Crops and livestock products","United States of America","Yield","Rice","1981","54015"
"Crops and livestock products","United States of America","Yield","Rice","1982","52791"
"Crops and livestock products","United States of America","Yield","Rice","1983","51532"
"Crops and livestock products","United States of America","Yield","Rice","1984","55523"
"Crops and livestock products","United States of America","Yield","Rice","1985","60704"
"Crops and livestock products","United States of America","Yield","Rice","1986","63340"
"Crops and livestock products","United States of America","Yield","Rice","1987","62271"
"Crops and livestock products","United States of America","Yield","Rice","1988","61801"
"Crops and livestock products","United States of America","Yield","Rice","1989","64466"
"Crops and livestock products","United States of America","Yield","Rice","1990","61975"
"Crops and livestock products","United States of America","Yield","Rice","1991","64231"
"Crops and livestock products","United States of America","Yield","Rice","1992","64294"
"Crops and livestock products","United States of America","Yield","Rice","1993","61763"
"Crops and livestock products","United States of America","Yield","Rice","1994","66851"
"Crops and livestock products","United States of America","Yield","Rice","1995","63007"
"Crops and livestock products","United States of America","Yield","Rice","1996","68593"
"Crops and livestock products","United States of America","Yield","Rice","1997","66099"
"Crops and livestock products","United States of America","Yield","Rice","1998","63473"
"Crops and livestock products","United States of America","Yield","Rice","1999","65753"
"Crops and livestock products","United States of America","Yield","Rice","2000","70397"
"Crops and livestock products","United States of America","Yield","Rice","2001","72807"
"Crops and livestock products","United States of America","Yield","Rice","2002","73730"
"Crops and livestock products","United States of America","Yield","Rice","2003","74759"
"Crops and livestock products","United States of America","Yield","Rice","2004","78328"
"Crops and livestock products","United States of America","Yield","Rice","2005","74245"
"Crops and livestock products","United States of America","Yield","Rice","2006","77313"
"Crops and livestock products","United States of America","Yield","Rice","2007","80917"
"Crops and livestock products","United States of America","Yield","Rice","2008","76731"
"Crops and livestock products","United States of America","Yield","Rice","2009","79413"
"Crops and livestock products","United States of America","Yield","Rice","2010","75375"
"Crops and livestock products","United States of America","Yield","Rice","2011","79209"
"Crops and livestock products","United States of America","Yield","Rice","2012","83651"
"Crops and livestock products","United States of America","Yield","Rice","2013","86232"
"Crops and livestock products","United States of America","Yield","Rice","2014","84919"
"Crops and livestock products","United States of America","Yield","Rice","2015","83722"
"Crops and livestock products","United States of America","Yield","Rice","2016","81121"
"Crops and livestock products","United States of America","Yield","Rice","2017","84147"
"Crops and livestock products","United States of America","Yield","Rice","2018","86213"
"Crops and livestock products","United States of America","Yield","Rice","2019","83759"
"Crops and livestock products","United States of America","Yield","Rice","2020","85401"
"Crops and livestock products","United States of America","Yield","Rice","2021","86404"
"Crops and livestock products","United States of America","Yield","Rye","1961","11122"
"Crops and livestock products","United States of America","Yield","Rye","1962","12893"
"Crops and livestock products","United States of America","Yield","Rye","1963","11524"
"Crops and livestock products","United States of America","Yield","Rye","1964","12026"
"Crops and livestock products","United States of America","Yield","Rye","1965","14193"
"Crops and livestock products","United States of America","Yield","Rye","1966","13671"
"Crops and livestock products","United States of America","Yield","Rye","1967","14141"
"Crops and livestock products","United States of America","Yield","Rye","1968","14476"
"Crops and livestock products","United States of America","Yield","Rye","1969","14685"
"Crops and livestock products","United States of America","Yield","Rye","1970","16204"
"Crops and livestock products","United States of America","Yield","Rye","1971","17645"
"Crops and livestock products","United States of America","Yield","Rye","1972","16891"
"Crops and livestock products","United States of America","Yield","Rye","1973","16219"
"Crops and livestock products","United States of America","Yield","Rye","1974","14016"
"Crops and livestock products","United States of America","Yield","Rye","1975","13730"
"Crops and livestock products","United States of America","Yield","Rye","1976","13000"
"Crops and livestock products","United States of America","Yield","Rye","1977","15338"
"Crops and livestock products","United States of America","Yield","Rye","1978","16312"
"Crops and livestock products","United States of America","Yield","Rye","1979","16162"
"Crops and livestock products","United States of America","Yield","Rye","1980","15410"
"Crops and livestock products","United States of America","Yield","Rye","1981","16666"
"Crops and livestock products","United States of America","Yield","Rye","1982","18079"
"Crops and livestock products","United States of America","Yield","Rye","1983","19003"
"Crops and livestock products","United States of America","Yield","Rye","1984","20730"
"Crops and livestock products","United States of America","Yield","Rye","1985","18087"
"Crops and livestock products","United States of America","Yield","Rye","1986","18138"
"Crops and livestock products","United States of America","Yield","Rye","1987","18268"
"Crops and livestock products","United States of America","Yield","Rye","1988","15494"
"Crops and livestock products","United States of America","Yield","Rye","1989","17686"
"Crops and livestock products","United States of America","Yield","Rye","1990","17029"
"Crops and livestock products","United States of America","Yield","Rye","1991","15468"
"Crops and livestock products","United States of America","Yield","Rye","1992","18365"
"Crops and livestock products","United States of America","Yield","Rye","1993","17034"
"Crops and livestock products","United States of America","Yield","Rye","1994","17490"
"Crops and livestock products","United States of America","Yield","Rye","1995","16407"
"Crops and livestock products","United States of America","Yield","Rye","1996","16257"
"Crops and livestock products","United States of America","Yield","Rye","1997","16153"
"Crops and livestock products","United States of America","Yield","Rye","1998","18261"
"Crops and livestock products","United States of America","Yield","Rye","1999","18089"
"Crops and livestock products","United States of America","Yield","Rye","2000","17782"
"Crops and livestock products","United States of America","Yield","Rye","2001","17314"
"Crops and livestock products","United States of America","Yield","Rye","2002","15484"
"Crops and livestock products","United States of America","Yield","Rye","2003","16988"
"Crops and livestock products","United States of America","Yield","Rye","2004","17271"
"Crops and livestock products","United States of America","Yield","Rye","2005","16956"
"Crops and livestock products","United States of America","Yield","Rye","2006","16477"
"Crops and livestock products","United States of America","Yield","Rye","2007","15720"
"Crops and livestock products","United States of America","Yield","Rye","2008","18249"
"Crops and livestock products","United States of America","Yield","Rye","2009","16982"
"Crops and livestock products","United States of America","Yield","Rye","2010","17388"
"Crops and livestock products","United States of America","Yield","Rye","2011","15891"
"Crops and livestock products","United States of America","Yield","Rye","2012","16425"
"Crops and livestock products","United States of America","Yield","Rye","2013","17219"
"Crops and livestock products","United States of America","Yield","Rye","2014","17490"
"Crops and livestock products","United States of America","Yield","Rye","2015","20043"
"Crops and livestock products","United States of America","Yield","Rye","2016","17458"
"Crops and livestock products","United States of America","Yield","Rye","2017","21449"
"Crops and livestock products","United States of America","Yield","Rye","2018","19386"
"Crops and livestock products","United States of America","Yield","Rye","2019","21507"
"Crops and livestock products","United States of America","Yield","Rye","2020","21934"
"Crops and livestock products","United States of America","Yield","Rye","2021","20939"
"Crops and livestock products","United States of America","Yield","Safflower seed","1961","9607"
"Crops and livestock products","United States of America","Yield","Safflower seed","1962","15851"
"Crops and livestock products","United States of America","Yield","Safflower seed","1963","15590"
"Crops and livestock products","United States of America","Yield","Safflower seed","1964","16828"
"Crops and livestock products","United States of America","Yield","Safflower seed","1965","23274"
"Crops and livestock products","United States of America","Yield","Safflower seed","1966","21717"
"Crops and livestock products","United States of America","Yield","Safflower seed","1967","20039"
"Crops and livestock products","United States of America","Yield","Safflower seed","1968","23542"
"Crops and livestock products","United States of America","Yield","Safflower seed","1969","21336"
"Crops and livestock products","United States of America","Yield","Safflower seed","1970","19636"
"Crops and livestock products","United States of America","Yield","Safflower seed","1971","24472"
"Crops and livestock products","United States of America","Yield","Safflower seed","1972","24093"
"Crops and livestock products","United States of America","Yield","Safflower seed","1973","18851"
"Crops and livestock products","United States of America","Yield","Safflower seed","1974","17778"
"Crops and livestock products","United States of America","Yield","Safflower seed","1975","18947"
"Crops and livestock products","United States of America","Yield","Safflower seed","1976","17250"
"Crops and livestock products","United States of America","Yield","Safflower seed","1977","19875"
"Crops and livestock products","United States of America","Yield","Safflower seed","1978","19310"
"Crops and livestock products","United States of America","Yield","Safflower seed","1979","18500"
"Crops and livestock products","United States of America","Yield","Safflower seed","1980","18103"
"Crops and livestock products","United States of America","Yield","Safflower seed","1981","18039"
"Crops and livestock products","United States of America","Yield","Safflower seed","1982","17658"
"Crops and livestock products","United States of America","Yield","Safflower seed","1983","18085"
"Crops and livestock products","United States of America","Yield","Safflower seed","1984","18113"
"Crops and livestock products","United States of America","Yield","Safflower seed","1985","17372"
"Crops and livestock products","United States of America","Yield","Safflower seed","1986","17326"
"Crops and livestock products","United States of America","Yield","Safflower seed","1987","17246"
"Crops and livestock products","United States of America","Yield","Safflower seed","1988","14423"
"Crops and livestock products","United States of America","Yield","Safflower seed","1989","14636"
"Crops and livestock products","United States of America","Yield","Safflower seed","1990","14458"
"Crops and livestock products","United States of America","Yield","Safflower seed","1991","13450"
"Crops and livestock products","United States of America","Yield","Safflower seed","1992","14851"
"Crops and livestock products","United States of America","Yield","Safflower seed","1993","20501"
"Crops and livestock products","United States of America","Yield","Safflower seed","1994","20971"
"Crops and livestock products","United States of America","Yield","Safflower seed","1995","19109"
"Crops and livestock products","United States of America","Yield","Safflower seed","1996","21211"
"Crops and livestock products","United States of America","Yield","Safflower seed","1997","20425"
"Crops and livestock products","United States of America","Yield","Safflower seed","1998","16204"
"Crops and livestock products","United States of America","Yield","Safflower seed","1999","17316"
"Crops and livestock products","United States of America","Yield","Safflower seed","2000","16075"
"Crops and livestock products","United States of America","Yield","Safflower seed","2001","15215"
"Crops and livestock products","United States of America","Yield","Safflower seed","2002","16088"
"Crops and livestock products","United States of America","Yield","Safflower seed","2003","14458"
"Crops and livestock products","United States of America","Yield","Safflower seed","2004","13490"
"Crops and livestock products","United States of America","Yield","Safflower seed","2005","15013"
"Crops and livestock products","United States of America","Yield","Safflower seed","2006","12333"
"Crops and livestock products","United States of America","Yield","Safflower seed","2007","13767"
"Crops and livestock products","United States of America","Yield","Safflower seed","2008","17843"
"Crops and livestock products","United States of America","Yield","Safflower seed","2009","16387"
"Crops and livestock products","United States of America","Yield","Safflower seed","2010","14793"
"Crops and livestock products","United States of America","Yield","Safflower seed","2011","14938"
"Crops and livestock products","United States of America","Yield","Safflower seed","2012","12178"
"Crops and livestock products","United States of America","Yield","Safflower seed","2013","13804"
"Crops and livestock products","United States of America","Yield","Safflower seed","2014","13740"
"Crops and livestock products","United States of America","Yield","Safflower seed","2015","15092"
"Crops and livestock products","United States of America","Yield","Safflower seed","2016","16047"
"Crops and livestock products","United States of America","Yield","Safflower seed","2017","13587"
"Crops and livestock products","United States of America","Yield","Safflower seed","2018","16944"
"Crops and livestock products","United States of America","Yield","Safflower seed","2019","14272"
"Crops and livestock products","United States of America","Yield","Safflower seed","2020","13279"
"Crops and livestock products","United States of America","Yield","Safflower seed","2021","11223"
"Crops and livestock products","United States of America","Yield","Sesame seed","1961","5488"
"Crops and livestock products","United States of America","Yield","Sesame seed","1962","5556"
"Crops and livestock products","United States of America","Yield","Sesame seed","1963","5455"
"Crops and livestock products","United States of America","Yield","Sesame seed","1964","5333"
"Crops and livestock products","United States of America","Yield","Sorghum","1961","27442"
"Crops and livestock products","United States of America","Yield","Sorghum","1962","27679"
"Crops and livestock products","United States of America","Yield","Sorghum","1963","27573"
"Crops and livestock products","United States of America","Yield","Sorghum","1964","26181"
"Crops and livestock products","United States of America","Yield","Sorghum","1965","32405"
"Crops and livestock products","United States of America","Yield","Sorghum","1966","35026"
"Crops and livestock products","United States of America","Yield","Sorghum","1967","31633"
"Crops and livestock products","United States of America","Yield","Sorghum","1968","33046"
"Crops and livestock products","United States of America","Yield","Sorghum","1969","34097"
"Crops and livestock products","United States of America","Yield","Sorghum","1970","31605"
"Crops and livestock products","United States of America","Yield","Sorghum","1971","33752"
"Crops and livestock products","United States of America","Yield","Sorghum","1972","38071"
"Crops and livestock products","United States of America","Yield","Sorghum","1973","36910"
"Crops and livestock products","United States of America","Yield","Sorghum","1974","28305"
"Crops and livestock products","United States of America","Yield","Sorghum","1975","30740"
"Crops and livestock products","United States of America","Yield","Sorghum","1976","30842"
"Crops and livestock products","United States of America","Yield","Sorghum","1977","35528"
"Crops and livestock products","United States of America","Yield","Sorghum","1978","34228"
"Crops and livestock products","United States of America","Yield","Sorghum","1979","39283"
"Crops and livestock products","United States of America","Yield","Sorghum","1980","29061"
"Crops and livestock products","United States of America","Yield","Sorghum","1981","40195"
"Crops and livestock products","United States of America","Yield","Sorghum","1982","37077"
"Crops and livestock products","United States of America","Yield","Sorghum","1983","30598"
"Crops and livestock products","United States of America","Yield","Sorghum","1984","35410"
"Crops and livestock products","United States of America","Yield","Sorghum","1985","41899"
"Crops and livestock products","United States of America","Yield","Sorghum","1986","42521"
"Crops and livestock products","United States of America","Yield","Sorghum","1987","43558"
"Crops and livestock products","United States of America","Yield","Sorghum","1988","40033"
"Crops and livestock products","United States of America","Yield","Sorghum","1989","34792"
"Crops and livestock products","United States of America","Yield","Sorghum","1990","39592"
"Crops and livestock products","United States of America","Yield","Sorghum","1991","37193"
"Crops and livestock products","United States of America","Yield","Sorghum","1992","45579"
"Crops and livestock products","United States of America","Yield","Sorghum","1993","37605"
"Crops and livestock products","United States of America","Yield","Sorghum","1994","45633"
"Crops and livestock products","United States of America","Yield","Sorghum","1995","34882"
"Crops and livestock products","United States of America","Yield","Sorghum","1996","42263"
"Crops and livestock products","United States of America","Yield","Sorghum","1997","43422"
"Crops and livestock products","United States of America","Yield","Sorghum","1998","42256"
"Crops and livestock products","United States of America","Yield","Sorghum","1999","43723"
"Crops and livestock products","United States of America","Yield","Sorghum","2000","38226"
"Crops and livestock products","United States of America","Yield","Sorghum","2001","37609"
"Crops and livestock products","United States of America","Yield","Sorghum","2002","31777"
"Crops and livestock products","United States of America","Yield","Sorghum","2003","33099"
"Crops and livestock products","United States of America","Yield","Sorghum","2004","43688"
"Crops and livestock products","United States of America","Yield","Sorghum","2005","42976"
"Crops and livestock products","United States of America","Yield","Sorghum","2006","35194"
"Crops and livestock products","United States of America","Yield","Sorghum","2007","45971"
"Crops and livestock products","United States of America","Yield","Sorghum","2008","40848"
"Crops and livestock products","United States of America","Yield","Sorghum","2009","43534"
"Crops and livestock products","United States of America","Yield","Sorghum","2010","45118"
"Crops and livestock products","United States of America","Yield","Sorghum","2011","33888"
"Crops and livestock products","United States of America","Yield","Sorghum","2012","31131"
"Crops and livestock products","United States of America","Yield","Sorghum","2013","37396"
"Crops and livestock products","United States of America","Yield","Sorghum","2014","42417"
"Crops and livestock products","United States of America","Yield","Sorghum","2015","47709"
"Crops and livestock products","United States of America","Yield","Sorghum","2016","48912"
"Crops and livestock products","United States of America","Yield","Sorghum","2017","45031"
"Crops and livestock products","United States of America","Yield","Sorghum","2018","45266"
"Crops and livestock products","United States of America","Yield","Sorghum","2019","45845"
"Crops and livestock products","United States of America","Yield","Sorghum","2020","45946"
"Crops and livestock products","United States of America","Yield","Sorghum","2021","43309"
"Crops and livestock products","United States of America","Yield","Sour cherries","1961","53200"
"Crops and livestock products","United States of America","Yield","Sour cherries","1962","57680"
"Crops and livestock products","United States of America","Yield","Sour cherries","1963","27081"
"Crops and livestock products","United States of America","Yield","Sour cherries","1964","93867"
"Crops and livestock products","United States of America","Yield","Sour cherries","1965","60884"
"Crops and livestock products","United States of America","Yield","Sour cherries","1966","31235"
"Crops and livestock products","United States of America","Yield","Sour cherries","1967","31621"
"Crops and livestock products","United States of America","Yield","Sour cherries","1968","50161"
"Crops and livestock products","United States of America","Yield","Sour cherries","1969","58290"
"Crops and livestock products","United States of America","Yield","Sour cherries","1970","47022"
"Crops and livestock products","United States of America","Yield","Sour cherries","1971","55410"
"Crops and livestock products","United States of America","Yield","Sour cherries","1972","64491"
"Crops and livestock products","United States of America","Yield","Sour cherries","1973","36991"
"Crops and livestock products","United States of America","Yield","Sour cherries","1974","57546"
"Crops and livestock products","United States of America","Yield","Sour cherries","1975","65524"
"Crops and livestock products","United States of America","Yield","Sour cherries","1976","36516"
"Crops and livestock products","United States of America","Yield","Sour cherries","1977","55105"
"Crops and livestock products","United States of America","Yield","Sour cherries","1978","49783"
"Crops and livestock products","United States of America","Yield","Sour cherries","1979","46815"
"Crops and livestock products","United States of America","Yield","Sour cherries","1980","58194"
"Crops and livestock products","United States of America","Yield","Sour cherries","1981","36596"
"Crops and livestock products","United States of America","Yield","Sour cherries","1982","86462"
"Crops and livestock products","United States of America","Yield","Sour cherries","1983","42078"
"Crops and livestock products","United States of America","Yield","Sour cherries","1984","69683"
"Crops and livestock products","United States of America","Yield","Sour cherries","1985","70162"
"Crops and livestock products","United States of America","Yield","Sour cherries","1986","52154"
"Crops and livestock products","United States of America","Yield","Sour cherries","1987","80562"
"Crops and livestock products","United States of America","Yield","Sour cherries","1988","53634"
"Crops and livestock products","United States of America","Yield","Sour cherries","1989","60025"
"Crops and livestock products","United States of America","Yield","Sour cherries","1990","47954"
"Crops and livestock products","United States of America","Yield","Sour cherries","1991","44242"
"Crops and livestock products","United States of America","Yield","Sour cherries","1992","77472"
"Crops and livestock products","United States of America","Yield","Sour cherries","1993","78173"
"Crops and livestock products","United States of America","Yield","Sour cherries","1994","72279"
"Crops and livestock products","United States of America","Yield","Sour cherries","1995","99248"
"Crops and livestock products","United States of America","Yield","Sour cherries","1996","71603"
"Crops and livestock products","United States of America","Yield","Sour cherries","1997","81710"
"Crops and livestock products","United States of America","Yield","Sour cherries","1998","96767"
"Crops and livestock products","United States of America","Yield","Sour cherries","1999","71966"
"Crops and livestock products","United States of America","Yield","Sour cherries","2000","79088"
"Crops and livestock products","United States of America","Yield","Sour cherries","2001","88200"
"Crops and livestock products","United States of America","Yield","Sour cherries","2002","18611"
"Crops and livestock products","United States of America","Yield","Sour cherries","2003","68640"
"Crops and livestock products","United States of America","Yield","Sour cherries","2004","64612"
"Crops and livestock products","United States of America","Yield","Sour cherries","2005","81800"
"Crops and livestock products","United States of America","Yield","Sour cherries","2006","79486"
"Crops and livestock products","United States of America","Yield","Sour cherries","2007","81668"
"Crops and livestock products","United States of America","Yield","Sour cherries","2008","69153"
"Crops and livestock products","United States of America","Yield","Sour cherries","2009","113248"
"Crops and livestock products","United States of America","Yield","Sour cherries","2010","59863"
"Crops and livestock products","United States of America","Yield","Sour cherries","2011","72137"
"Crops and livestock products","United States of America","Yield","Sour cherries","2012","25602"
"Crops and livestock products","United States of America","Yield","Sour cherries","2013","86435"
"Crops and livestock products","United States of America","Yield","Sour cherries","2014","90085"
"Crops and livestock products","United States of America","Yield","Sour cherries","2015","74410"
"Crops and livestock products","United States of America","Yield","Sour cherries","2016","96085"
"Crops and livestock products","United States of America","Yield","Sour cherries","2017","82365"
"Crops and livestock products","United States of America","Yield","Sour cherries","2018","95021"
"Crops and livestock products","United States of America","Yield","Sour cherries","2019","86484"
"Crops and livestock products","United States of America","Yield","Sour cherries","2020","49972"
"Crops and livestock products","United States of America","Yield","Sour cherries","2021","63242"
"Crops and livestock products","United States of America","Yield","Spinach","1961","85501"
"Crops and livestock products","United States of America","Yield","Spinach","1962","88783"
"Crops and livestock products","United States of America","Yield","Spinach","1963","102036"
"Crops and livestock products","United States of America","Yield","Spinach","1964","103155"
"Crops and livestock products","United States of America","Yield","Spinach","1965","102058"
"Crops and livestock products","United States of America","Yield","Spinach","1966","102196"
"Crops and livestock products","United States of America","Yield","Spinach","1967","103977"
"Crops and livestock products","United States of America","Yield","Spinach","1968","111219"
"Crops and livestock products","United States of America","Yield","Spinach","1969","108365"
"Crops and livestock products","United States of America","Yield","Spinach","1970","110626"
"Crops and livestock products","United States of America","Yield","Spinach","1971","116551"
"Crops and livestock products","United States of America","Yield","Spinach","1972","117961"
"Crops and livestock products","United States of America","Yield","Spinach","1973","120280"
"Crops and livestock products","United States of America","Yield","Spinach","1974","132176"
"Crops and livestock products","United States of America","Yield","Spinach","1975","129379"
"Crops and livestock products","United States of America","Yield","Spinach","1976","141193"
"Crops and livestock products","United States of America","Yield","Spinach","1977","144136"
"Crops and livestock products","United States of America","Yield","Spinach","1978","125525"
"Crops and livestock products","United States of America","Yield","Spinach","1979","129633"
"Crops and livestock products","United States of America","Yield","Spinach","1980","134056"
"Crops and livestock products","United States of America","Yield","Spinach","1981","141237"
"Crops and livestock products","United States of America","Yield","Spinach","1982","142361"
"Crops and livestock products","United States of America","Yield","Spinach","1983","138298"
"Crops and livestock products","United States of America","Yield","Spinach","1984","136364"
"Crops and livestock products","United States of America","Yield","Spinach","1985","136364"
"Crops and livestock products","United States of America","Yield","Spinach","1986","139683"
"Crops and livestock products","United States of America","Yield","Spinach","1987","140800"
"Crops and livestock products","United States of America","Yield","Spinach","1988","139844"
"Crops and livestock products","United States of America","Yield","Spinach","1989","151515"
"Crops and livestock products","United States of America","Yield","Spinach","1990","150781"
"Crops and livestock products","United States of America","Yield","Spinach","1991","148077"
"Crops and livestock products","United States of America","Yield","Spinach","1992","155875"
"Crops and livestock products","United States of America","Yield","Spinach","1993","159261"
"Crops and livestock products","United States of America","Yield","Spinach","1994","167019"
"Crops and livestock products","United States of America","Yield","Spinach","1995","156788"
"Crops and livestock products","United States of America","Yield","Spinach","1996","161391"
"Crops and livestock products","United States of America","Yield","Spinach","1997","176195"
"Crops and livestock products","United States of America","Yield","Spinach","1998","163312"
"Crops and livestock products","United States of America","Yield","Spinach","1999","155999"
"Crops and livestock products","United States of America","Yield","Spinach","2000","185825"
"Crops and livestock products","United States of America","Yield","Spinach","2001","173724"
"Crops and livestock products","United States of America","Yield","Spinach","2002","181064"
"Crops and livestock products","United States of America","Yield","Spinach","2003","180750"
"Crops and livestock products","United States of America","Yield","Spinach","2004","197331"
"Crops and livestock products","United States of America","Yield","Spinach","2005","199255"
"Crops and livestock products","United States of America","Yield","Spinach","2006","185064"
"Crops and livestock products","United States of America","Yield","Spinach","2007","182104"
"Crops and livestock products","United States of America","Yield","Spinach","2008","191049"
"Crops and livestock products","United States of America","Yield","Spinach","2009","214284"
"Crops and livestock products","United States of America","Yield","Spinach","2010","201177"
"Crops and livestock products","United States of America","Yield","Spinach","2011","219131"
"Crops and livestock products","United States of America","Yield","Spinach","2012","183963"
"Crops and livestock products","United States of America","Yield","Spinach","2013","189463"
"Crops and livestock products","United States of America","Yield","Spinach","2014","185697"
"Crops and livestock products","United States of America","Yield","Spinach","2015","175598"
"Crops and livestock products","United States of America","Yield","Spinach","2016","166107"
"Crops and livestock products","United States of America","Yield","Spinach","2017","140097"
"Crops and livestock products","United States of America","Yield","Spinach","2018","154684"
"Crops and livestock products","United States of America","Yield","Spinach","2019","162232"
"Crops and livestock products","United States of America","Yield","Spinach","2020","137829"
"Crops and livestock products","United States of America","Yield","Spinach","2021","144534"
"Crops and livestock products","United States of America","Yield","Strawberries","1961","64330"
"Crops and livestock products","United States of America","Yield","Strawberries","1962","66338"
"Crops and livestock products","United States of America","Yield","Strawberries","1963","71399"
"Crops and livestock products","United States of America","Yield","Strawberries","1964","82254"
"Crops and livestock products","United States of America","Yield","Strawberries","1965","61139"
"Crops and livestock products","United States of America","Yield","Strawberries","1966","65750"
"Crops and livestock products","United States of America","Yield","Strawberries","1967","79278"
"Crops and livestock products","United States of America","Yield","Strawberries","1968","94192"
"Crops and livestock products","United States of America","Yield","Strawberries","1969","95431"
"Crops and livestock products","United States of America","Yield","Strawberries","1970","110285"
"Crops and livestock products","United States of America","Yield","Strawberries","1971","121958"
"Crops and livestock products","United States of America","Yield","Strawberries","1972","118822"
"Crops and livestock products","United States of America","Yield","Strawberries","1973","132516"
"Crops and livestock products","United States of America","Yield","Strawberries","1974","153479"
"Crops and livestock products","United States of America","Yield","Strawberries","1975","155727"
"Crops and livestock products","United States of America","Yield","Strawberries","1976","188454"
"Crops and livestock products","United States of America","Yield","Strawberries","1977","207804"
"Crops and livestock products","United States of America","Yield","Strawberries","1978","196824"
"Crops and livestock products","United States of America","Yield","Strawberries","1979","195931"
"Crops and livestock products","United States of America","Yield","Strawberries","1980","217947"
"Crops and livestock products","United States of America","Yield","Strawberries","1981","224220"
"Crops and livestock products","United States of America","Yield","Strawberries","1982","245536"
"Crops and livestock products","United States of America","Yield","Strawberries","1983","231326"
"Crops and livestock products","United States of America","Yield","Strawberries","1984","256542"
"Crops and livestock products","United States of America","Yield","Strawberries","1985","258880"
"Crops and livestock products","United States of America","Yield","Strawberries","1986","257284"
"Crops and livestock products","United States of America","Yield","Strawberries","1987","271597"
"Crops and livestock products","United States of America","Yield","Strawberries","1988","280000"
"Crops and livestock products","United States of America","Yield","Strawberries","1989","277599"
"Crops and livestock products","United States of America","Yield","Strawberries","1990","304409"
"Crops and livestock products","United States of America","Yield","Strawberries","1991","332047"
"Crops and livestock products","United States of America","Yield","Strawberries","1992","302244"
"Crops and livestock products","United States of America","Yield","Strawberries","1993","316749"
"Crops and livestock products","United States of America","Yield","Strawberries","1994","378710"
"Crops and livestock products","United States of America","Yield","Strawberries","1995","373690"
"Crops and livestock products","United States of America","Yield","Strawberries","1996","382279"
"Crops and livestock products","United States of America","Yield","Strawberries","1997","412212"
"Crops and livestock products","United States of America","Yield","Strawberries","1998","399436"
"Crops and livestock products","United States of America","Yield","Strawberries","1999","439261"
"Crops and livestock products","United States of America","Yield","Strawberries","2000","447455"
"Crops and livestock products","United States of America","Yield","Strawberries","2001","404934"
"Crops and livestock products","United States of America","Yield","Strawberries","2002","443776"
"Crops and livestock products","United States of America","Yield","Strawberries","2003","499283"
"Crops and livestock products","United States of America","Yield","Strawberries","2004","482747"
"Crops and livestock products","United States of America","Yield","Strawberries","2005","498576"
"Crops and livestock products","United States of America","Yield","Strawberries","2006","505721"
"Crops and livestock products","United States of America","Yield","Strawberries","2007","525271"
"Crops and livestock products","United States of America","Yield","Strawberries","2008","521030"
"Crops and livestock products","United States of America","Yield","Strawberries","2009","540698"
"Crops and livestock products","United States of America","Yield","Strawberries","2010","561968"
"Crops and livestock products","United States of America","Yield","Strawberries","2011","568041"
"Crops and livestock products","United States of America","Yield","Strawberries","2012","586593"
"Crops and livestock products","United States of America","Yield","Strawberries","2013","565344"
"Crops and livestock products","United States of America","Yield","Strawberries","2014","565836"
"Crops and livestock products","United States of America","Yield","Strawberries","2015","592370"
"Crops and livestock products","United States of America","Yield","Strawberries","2016","617277"
"Crops and livestock products","United States of America","Yield","Strawberries","2017","573214"
"Crops and livestock products","United States of America","Yield","Strawberries","2018","600340"
"Crops and livestock products","United States of America","Yield","Strawberries","2019","588125"
"Crops and livestock products","United States of America","Yield","Strawberries","2020","642858"
"Crops and livestock products","United States of America","Yield","Strawberries","2021","605787"
"Crops and livestock products","United States of America","Yield","String beans","1961","51293"
"Crops and livestock products","United States of America","Yield","String beans","1962","50120"
"Crops and livestock products","United States of America","Yield","String beans","1963","50662"
"Crops and livestock products","United States of America","Yield","String beans","1964","47038"
"Crops and livestock products","United States of America","Yield","String beans","1965","50288"
"Crops and livestock products","United States of America","Yield","String beans","1966","45964"
"Crops and livestock products","United States of America","Yield","String beans","1967","49788"
"Crops and livestock products","United States of America","Yield","String beans","1968","49909"
"Crops and livestock products","United States of America","Yield","String beans","1969","48452"
"Crops and livestock products","United States of America","Yield","String beans","1970","51987"
"Crops and livestock products","United States of America","Yield","String beans","1971","52023"
"Crops and livestock products","United States of America","Yield","String beans","1972","50467"
"Crops and livestock products","United States of America","Yield","String beans","1973","52970"
"Crops and livestock products","United States of America","Yield","String beans","1974","53596"
"Crops and livestock products","United States of America","Yield","String beans","1975","51628"
"Crops and livestock products","United States of America","Yield","String beans","1976","52010"
"Crops and livestock products","United States of America","Yield","String beans","1977","54702"
"Crops and livestock products","United States of America","Yield","String beans","1978","52744"
"Crops and livestock products","United States of America","Yield","String beans","1979","55329"
"Crops and livestock products","United States of America","Yield","String beans","1980","54645"
"Crops and livestock products","United States of America","Yield","String beans","1981","59745"
"Crops and livestock products","United States of America","Yield","String beans","1982","70609"
"Crops and livestock products","United States of America","Yield","String beans","1983","66933"
"Crops and livestock products","United States of America","Yield","String beans","1984","68925"
"Crops and livestock products","United States of America","Yield","String beans","1985","70885"
"Crops and livestock products","United States of America","Yield","String beans","1986","71686"
"Crops and livestock products","United States of America","Yield","String beans","1987","68634"
"Crops and livestock products","United States of America","Yield","String beans","1988","60590"
"Crops and livestock products","United States of America","Yield","String beans","1989","78302"
"Crops and livestock products","United States of America","Yield","String beans","1990","72530"
